month,enterprise_id,name,total images,direct qc_done,qced_images,incorrect_images,true_accuracy,post_qc_tool_accuracy,customer_segment
Jan-26,911aafa9c,Toyota of Massapequa,"1,602",487,"1,115",223, 80 %,96.5%,Mid
Jan-26,914365f63,2d5f0eb5f Dellenbach Motors,125,0,125,25, 80 %,91.2%,Mid
Jan-26,91e7399ee,Auto X-Change Inc,802,0,802,206, 74.31 %,90.15%,SMB
Jan-26,927f9af2f,Quantrell Auto Group,"4,295",116,"4,179",743, 82.22 %,87.25%,Ent
Jan-26,92b1bce4c,Bemer Motor Cars,684,318,366,43, 88.25 %,96.99%,SMB
Jan-26,935e4f96c,Terry Auto Group,"1,949",287,"1,662",159, 90.43 %,98.5%,Ent
Jan-26,9360a5821,Sansone Jr's Auto Group,"10,976","3,724","7,252",863, 88.1 %,96.15%,Ent
Jan-26,93725af40,Marnix India Pvt. Ltd,70,0,70,5, 92.86 %,98.57%,Ent
Jan-26,93b8cc9c8,Riley Subaru,"1,565",247,"1,318",196, 85.13 %,97.65%,Mid
Jan-26,9404ce99c,Dubizzle Cars L.L.C,"8,875","8,871",4,4, 0 %,0%,Ent
Jan-26,9489ec587,Shelly Motors Ltd,"1,895",207,"1,688",234, 86.14 %,94.08%,Mid
Jan-26,948e29a13,Volvo Cars Palm Springs,498,0,498,128, 74.3 %,93.37%,Mid
Jan-26,94fc0aa70,Energy Motors Limited,160,0,160,16, 90 %,99.38%,SMB
Jan-26,95344a582,Mccurley Subaru Of Yakima,"7,213","3,268","3,945",363, 90.8 %,97.29%,SMB
Jan-26,95668d72f,Expert Auto Group,938,51,887,161, 81.85 %,93.46%,SMB
Jan-26,95f8883b5,Street Automotive SL,455,0,455,104, 77.14 %,90.55%,SMB
Jan-26,9677b7758,mears auto group,"18,127","1,805","16,322",996, 93.9 %,98.39%,Ent
Jan-26,969eddb11,Highline Motors Cars Corp,"3,301",804,"2,497",295, 88.19 %,94.59%,SMB
Jan-26,96d596c79,Starling Chevrolet,"26,859","15,516","11,343",877, 92.27 %,98.14%,Ent
Jan-26,970786977,Soave Automotive Group,"11,409","1,605","9,804",402, 95.9 %,99.13%,Ent
Jan-26,9721a8a9a,Haley Automotive Group,"2,835",932,"1,903",160, 91.59 %,97.95%,Ent
Jan-26,9760K371U,DealerVision.com,"364,120","78,520","285,600","32,923", 88.47 %,97.27%,Resellers
Jan-26,979b10746,RonTirapelli Ford,"4,941","1,540","3,401",528, 84.48 %,95.88%,Mid
Jan-26,97a3730b9,Capital City CDJR,"1,597",0,"1,597",294, 81.59 %,94.05%,Ent
Jan-26,98466e739,International Auto Sales,181,5,176,38, 78.41 %,92.05%,SMB
Jan-26,999754aca,The Ford Store Morgan Hill,"2,009",561,"1,448",175, 87.91 %,97.79%,Mid
Jan-26,999d5f35f,Carz.je,45,0,45,6, 86.67 %,100%,SMB
Jan-26,99c36f997,Homan Auto Sales Inc,"4,521","1,296","3,225",511, 84.16 %,95.35%,Ent
Jan-26,9a5f6bcc0,Marthaler Honda,"3,342",0,"3,342",647, 80.64 %,95.87%,Mid
Jan-26,9a87bacd4,Dean Carter Chevrolet,"7,692","1,674","6,018","1,372", 77.2 %,95.78%,Mid
Jan-26,9aaa4f1f4,Wiz Leasing Inc,"2,559",870,"1,689",290, 82.83 %,94.91%,Ent
Jan-26,9cafef7cb,County Ford,"6,140",212,"5,928",909, 84.67 %,93.15%,Mid
Jan-26,9d7892a1e,Auto Gallery Automotive Group,"2,763",22,"2,741",231, 91.57 %,98.03%,Ent
Jan-26,9dd47c139,BP AUTO FINDERS,511,17,494,60, 87.85 %,97.57%,SMB
Jan-26,9dd9791eb,dimmitt automotive-bentley tampa bay,551,0,551,63, 88.57 %,94.92%,Ent
Jan-26,9e2cd9630,"Wallingford Auto Park, Inc.","1,133",0,"1,133",75, 93.38 %,99.21%,SMB
Jan-26,9f900e409,lee chervolet,21,16,5,0, 100 %,100%,Resellers
Jan-26,9f9d43dd0,Haldeman Lexus of Princeton,"2,405",142,"2,263",969, 57.18 %,96.29%,Ent
Jan-26,BSX8R2QBJ,Yoga Cars,"2,530",3,"2,527",280, 88.92 %,96.44%,Resellers
Jan-26,EJ6FA0JMV,UNIDAS LOCADORA S.A.,"14,378","14,378",0,0,,,Ent
Jan-26,PGW2JAK2G,Northpoint Toyota _ Australia,569,449,120,6, 95 %,100%,Mid
Jan-26,QJC7Y1H68,Bergstrom Automotive,"103,795","38,552","65,243","5,178", 92.06 %,96.6%,Ent
Jan-26,TTUPJL4CX,Mega Dealer,"23,987","23,987",0,0,,,Resellers
Jan-26,a0006315a,"Hewlett Volkswagen, LP","6,210",742,"5,468",816, 85.08 %,95.78%,Ent
Jan-26,a08522c45,SLEEK CARS LIMITED,206,23,183,51, 72.13 %,87.98%,SMB
Jan-26,a08cdd6df,Worldwide Motors LTD dba Paragon Acura,"6,210",970,"5,240",591, 88.72 %,95.65%,Ent
Jan-26,a09261ad1,EV Car Company,458,139,319,33, 89.66 %,99.69%,SMB
Jan-26,a1b6f03f4,Ashland Auto Sales,452,8,444,59, 86.71 %,94.14%,SMB
Jan-26,a23023f71,Wonderstream LDA,652,28,624,138, 77.88 %,87.34%,SMB
Jan-26,a3883dd65,EWIGO Saint-Maur-des-Fossés,743,743,0,0,,,SMB
Jan-26,a3a20bdb2,615 Auto Sales INC,"1,986",60,"1,926",98, 94.91 %,99.84%,SMB
Jan-26,a45469aae,Performance Auto Group,"13,420",960,"12,460","1,745", 86 %,90.8%,Ent
Jan-26,a4e592040,Lambert Buick GMC Inc,"9,715","5,505","4,210",713, 83.06 %,95.13%,Mid
Jan-26,a51dd1815,Great Lakes Auto Group,"27,694","10,787","16,907","1,047", 93.81 %,98.8%,Ent
Jan-26,a520a773d,Knightsbridge Motors Limited,89,1,88,23, 73.86 %,77.27%,Ent
Jan-26,a5c8cdf57,MY NAGHI,"7,341","2,140","5,201","1,254", 75.89 %,96.92%,Ent
Jan-26,a5d8dc7f9,Icon Motors Group of Framingham,"3,355",4,"3,351",732, 78.16 %,91.5%,Mid
Jan-26,a69009a5c,DRIVE MOTOR GROUP SA,148,90,58,18, 68.97 %,86.21%,SMB
Jan-26,a73715f5b,Rim Revolution LLC,"18,038",0,"18,038","1,826", 89.88 %,95.95%,Resellers
Jan-26,a831d9c35,orr chevy cadillac,"2,221",136,"2,085",326, 84.36 %,96.69%,Resellers
Jan-26,a87e85346,Vendor Finance Ireland Limited trading as All Set ,62,62,0,0,,,SMB
Jan-26,a89d0cdbc,Audi Cape Fear,"4,650",41,"4,609",655, 85.79 %,97.53%,Ent
Jan-26,a89e62890,Jerry's Auto Group,"15,242","9,098","6,144","1,064", 82.68 %,95.26%,Ent
Jan-26,a8c93bf9f,Towne Ford Inc,"4,561",263,"4,298",489, 88.62 %,98.09%,Ent
Jan-26,ab71c1f45,Njord ApS,"1,569",0,"1,569",183, 88.34 %,96.94%,SMB
Jan-26,ac7aa888c,Columbus Motorcars LLC DBA - Great Lakes Hyundai o,"5,891","3,660","2,231",225, 89.91 %,97.53%,Ent
Jan-26,acb5f83e1,McGrath Acura of Westmont (Mcgrath Imports),"4,970","1,703","3,267",668, 79.55 %,98.19%,Ent
Jan-26,acd986f51,Platinum Cars,742,80,662,112, 83.08 %,93.81%,SMB
Jan-26,ad0b45242,Hawaii Car,260,0,260,16, 93.85 %,95%,SMB
Jan-26,ad2559dcd,"Knapp Chevrolet, Inc.","2,918","2,198",720,136, 81.11 %,89.31%,Mid
Jan-26,aef07d3d0,Juettner Motors Inc.,"2,210",713,"1,497",394, 73.68 %,93.92%,Mid
Jan-26,b05fa7383,Petersen CDJR,"1,817","1,430",387,88, 77.26 %,92.51%,Mid
Jan-26,b1a3a9398,Energetic Exotics,2,0,2,0, 100 %,100%,SMB
Jan-26,b2b67ba8d,Kross Mitsubishi,436,4,432,20, 95.37 %,98.61%,Mid
Jan-26,b2dd27a91,Car Central Inc.,"1,432",2,"1,430",189, 86.78 %,95.38%,SMB
Jan-26,b3b685b8c,Reliance Motor Group LLC,449,2,447,19, 95.75 %,100%,SMB
Jan-26,b4745ec79,Novacti,"8,021","4,063","3,958",515, 86.99 %,97.7%,Ent
Jan-26,b4ee6788e,"Subaru of Columbia (CMSUB, LLC)","1,357",74,"1,283",179, 86.05 %,97.35%,Ent
Jan-26,b542e23cc,Autmotive Marketing Solution - Main,"26,864","3,848","23,016","1,913", 91.69 %,98.19%,Resellers
Jan-26,b544eb5bf,Hatimi Auto LLC,913,0,913,177, 80.61 %,93.65%,SMB
Jan-26,b5495fced,Gene Langley Ford,648,148,500,131, 73.8 %,97.8%,Mid
Jan-26,b58cdc75a,Hélder Campos Unipessoal Lda,54,0,54,3, 94.44 %,98.15%,SMB
Jan-26,b6ca2fb16,Eastern Digital,284,0,284,53, 81.34 %,96.13%,Resellers
Jan-26,b702defc1,Lambros Papasavvas & Co LTD,267,20,247,32, 87.04 %,89.47%,SMB
Jan-26,b733cdf5d,Jenkins Auto Group,"148,650","40,628","108,022","13,917", 87.12 %,97.53%,Ent
Jan-26,b73a70d16,Dream Automotive,"5,110",15,"5,095",628, 87.67 %,98.1%,Ent
Jan-26,b7982f335,National Auto Trust Company,"12,954","8,826","4,128",393, 90.48 %,95.42%,Ent
Jan-26,b81a8498a,Cornhusker Auto Center,"23,075","9,178","13,897","2,077", 85.05 %,94.86%,Ent
Jan-26,b8f607c5f,Car City INC,"3,857",925,"2,932",384, 86.9 %,96.45%,SMB
Jan-26,b91043104,Island Auto Sales,"1,177",759,418,38, 90.91 %,96.89%,SMB
Jan-26,b9949e885,Main Street Motors,537,0,537,62, 88.45 %,96.46%,SMB
Jan-26,b9ef6e63e,Bapchild Motoring World (Kent) Limited,"136,283",0,"136,283","11,915", 91.26 %,97.32%,Ent
Jan-26,bb1d04fd0,Graff Auto Campus,"9,275","5,585","3,690",523, 85.83 %,96.21%,Ent
Jan-26,bb63009cf,Apex Automotive Group,"23,696",0,"23,696","3,345", 85.88 %,97.41%,Ent
Jan-26,bd0d02ef3,Carify Auto Corp,752,3,749,26, 96.53 %,99.47%,SMB
Jan-26,bd1e783db,scoggin dickey cdj (AMS),396,13,383,29, 92.43 %,98.96%,Ent
Jan-26,be51c3b05,Subaru of Gwinnett,"4,203",21,"4,182",407, 90.27 %,97.82%,Mid
Jan-26,be8c747b2,Smartlot Solutions,"9,399","4,614","4,785",649, 86.44 %,99.29%,Resellers
Jan-26,c004299e5,Autoplex 2000 and All Star Buick GMC truck,"11,382","3,095","8,287","1,125", 86.42 %,95.73%,Ent
Jan-26,c062f2a7a,Jaguar Land Rover San Juan,"5,055","3,196","1,859",223, 88 %,97.04%,Mid
Jan-26,c1096eb80,Trevinos Auto Mart ltd,"2,328",107,"2,221",285, 87.17 %,96.89%,SMB
Jan-26,c1a8d463e,Northgate Auto company LLC,101,50,51,28, 45.1 %,100%,SMB
Jan-26,c26ecd519,AUTOLOAD IT LIMITED,"2,540",0,"2,540",238, 90.63 %,96.73%,Resellers
Jan-26,c5422e5f2,Bolles Motors Inc,"1,074",961,113,46, 59.29 %,79.65%,Mid
Jan-26,c60b76594,Auto Express Credit,"1,316",0,"1,316",60, 95.44 %,99.24%,SMB
Jan-26,c65ca1c67,AUTO CENTRAL - SOLE PROPRIETORSHIP  ( DUBAI BRANCH,377,0,377,38, 89.92 %,96.82%,Ent
Jan-26,c66c3062f,Car Bargain,379,0,379,132, 65.17 %,84.17%,SMB
Jan-26,c7ea6157d,Crown Motors PDX,207,14,193,44, 77.2 %,93.78%,SMB
Jan-26,c88255cd7,orr nissan (ams),"1,428",24,"1,404",155, 88.96 %,97.44%,Resellers
Jan-26,c8f835d67,Modern Classic Motors INC,"3,979",924,"3,055",363, 88.12 %,98.04%,Mid
Jan-26,c9062815e,DayStar Auto Group,"1,713",15,"1,698",230, 86.45 %,96.29%,Ent
Jan-26,c918b11d9,Auto Ocasión Saez,204,0,204,25, 87.75 %,95.59%,SMB
Jan-26,c920d46f9,Asbury Automotive Group,"6,621",915,"5,706",702, 87.7 %,94.87%,Ent
Jan-26,c9ad8d13f,Parks Chevrolet Richmond,"5,549","1,881","3,668",538, 85.33 %,95.94%,Ent
Jan-26,ca2345011,Lexus Of Orland,"1,458",0,"1,458",263, 81.96 %,94.1%,Mid
Jan-26,cb2904b17,Taylor BMW,"1,940",211,"1,729",243, 85.95 %,96.99%,Mid
Jan-26,cb3f40a45,Mondial car Sarl,"1,278",17,"1,261",125, 90.09 %,96.67%,SMB
Jan-26,ccf080137,Noblesville Imports,956,26,930,117, 87.42 %,98.82%,SMB
Jan-26,ccf627d0a,Louyet Re-used,254,0,254,30, 88.19 %,95.28%,Ent
Jan-26,cdcfb6158,greenway auto group 2,"23,568",87,"23,481","2,095", 91.08 %,97.08%,Ent
Jan-26,cdea95437,Pearl Chrysler Jeep Dodge & Ram,"2,111",0,"2,111",293, 86.12 %,97.63%,Mid
Jan-26,ce93dfe80,Joshua Trownsell,"4,343","1,837","2,506",524, 79.09 %,91.66%,Mid
Jan-26,cecef60ce,Raleigh Imports,401,0,401,55, 86.28 %,96.26%,SMB
Jan-26,cfa16f31b,Husker Chevrolet,"6,157",0,"6,157",790, 87.17 %,95%,Ent
Jan-26,d058bfeb5,Richard lawson autoecosse,"1,010",11,999,80, 91.99 %,97.6%,SMB
Jan-26,d05d096b7,House Chevrolet Co.,"2,516",32,"2,484",253, 89.81 %,95.61%,Ent
Jan-26,d0f892cd0,VÄRNAMO BILAFFÄR AB,178,0,178,39, 78.09 %,98.88%,SMB
Jan-26,d1319edae,Laramie Peak Motors LLC,487,0,487,61, 87.47 %,98.77%,SMB
Jan-26,d1552a209,Soliman Digital Inc.,452,5,447,74, 83.45 %,90.83%,SMB
Jan-26,d170cd650,Superb Auto Sales,91,2,89,1, 98.88 %,100%,SMB
Jan-26,d19521581,Kempton Chevrolet,"1,147",1,"1,146",235, 79.49 %,90.31%,Mid
Jan-26,d317be79b,Courtesy Chevrolet Center San Diego,"3,368",52,"3,316",850, 74.37 %,98.76%,Ent
Jan-26,d403d1975,Medgaarden's Southwest Sales Inc,"1,378",657,721,102, 85.85 %,97.23%,SMB
Jan-26,d40ac93db,Velocity Automotive Inc,602,0,602,39, 93.52 %,99.67%,SMB
Jan-26,d45432dcd,"Runde Chevrolet, Inc.","5,375","4,014","1,361",291, 78.62 %,97.06%,Ent
Jan-26,d49ba90cf,North Jersey Automotive,"1,536",571,965,578, 40.1 %,67.25%,Mid
Jan-26,d4aac809f,Pritchard Companies,"5,876",62,"5,814","1,078", 81.46 %,94.38%,Ent
Jan-26,d5c8d1199,Wood Motor Company,"4,539",299,"4,240",422, 90.05 %,97.9%,Ent
Jan-26,d71edc99b,GoldBoyz Auto Sales,"1,565",0,"1,565",287, 81.66 %,93.93%,SMB
Jan-26,d8dd768a0,Mt Orab Chevy,"9,340","3,280","6,060",991, 83.65 %,88.4%,Ent
Jan-26,d94a891e5,Simmons-Rockwell Automotive Dealerships,"12,683",248,"12,435","1,748", 85.94 %,95.85%,Ent
Jan-26,d9a4651a6,ROCHESTER VOLKSWAGEN,707,0,707,99, 86 %,94.63%,Ent
Jan-26,d9e6f6263,Kian Motors INC,"11,075","1,465","9,610","1,810", 81.17 %,94.09%,Mid
Jan-26,daa086783,Voss Village Cadillac,198,164,34,5, 85.29 %,100%,Ent
Jan-26,db13a8514,Berkshire Van Centre,190,1,189,33, 82.54 %,94.71%,SMB
Jan-26,dbaa074cf,GMTI AUTOS,7,0,7,1, 85.71 %,100%,Mid
Jan-26,dc8229a99,Autohighway,"5,644","1,527","4,117",190, 95.38 %,98.54%,SMB
Jan-26,dc955d79f,Clear Auto Dartmouth,125,36,89,10, 88.76 %,93.26%,SMB
Jan-26,dea388e11,Curry Acura,"1,742",505,"1,237",160, 87.07 %,98.38%,Ent
Jan-26,df4585633,BROWN BROTHERS AUTOMOTIVE,532,0,532,73, 86.28 %,96.24%,SMB
Jan-26,dfa0de42f,"Gordon Chevrolet, Inc.","1,528",460,"1,068",201, 81.18 %,96.91%,Mid
Jan-26,e0c2bab61,Buersche Automobile,246,15,231,29, 87.45 %,98.27%,SMB
Jan-26,e258a7579,Bob King,"3,324",122,"3,202","1,258", 60.71 %,68.21%,Ent
Jan-26,e271d9c93,Blasius South,"1,301",27,"1,274",180, 85.87 %,96.47%,Ent
Jan-26,e2ea1524e,Flood Auto Group,"4,099","1,162","2,937",519, 82.33 %,96.19%,Ent
Jan-26,e567f183d,Long Automotive Group,"2,695",373,"2,322",329, 85.83 %,95.43%,Ent
Jan-26,e76205faf,First Class Auto Sales LLC,"1,065",85,980,64, 93.47 %,99.18%,SMB
Jan-26,e795be15e,2Mazda,"2,952",136,"2,816",378, 86.58 %,97.8%,Ent
Jan-26,e7c70ee5c,Capital Chevrolet Inc.,"27,879","14,822","13,057","2,777", 78.73 %,89.24%,Ent
Jan-26,e87ccc17e,"Scotland Motors, Inc.",540,7,533,27, 94.93 %,100%,SMB
Jan-26,e91b8a8fe,Lewiston Auto,"3,691","2,147","1,544",288, 81.35 %,92.62%,Mid
Jan-26,ea698a06f,AUTO HOUSE NRB,354,1,353,21, 94.05 %,98.87%,SMB
Jan-26,ea6d12800,Victory Motors - Chesterfield,"1,212",0,"1,212",217, 82.1 %,95.21%,Ent
Jan-26,eaab7f702,Amato Hyundai Of Glendale,"2,416",0,"2,416",631, 73.88 %,85.68%,Ent
Jan-26,eb4f0c7af,Dimmitt Automotive Group,"32,401","21,223","11,178","1,134", 89.86 %,97.57%,Ent
Jan-26,ebc6eda0a,ICL Autos,"13,723","5,725","7,998",539, 93.26 %,98.42%,Ent
Jan-26,ec0a74d67,Team Nissan Inc,"1,086",947,139,15, 89.21 %,99.28%,Mid
Jan-26,eccade830,Harper Chevrolet GMC,367,29,338,38, 88.76 %,98.22%,Mid
Jan-26,ed12bedfe,Korf Ford,988,0,988,352, 64.37 %,82.69%,Ent
Jan-26,edb88e728,Subaru of Cherry Hill LLC,185,41,144,18, 87.5 %,98.61%,Mid
Jan-26,ef09d889d,Victory Automotive Group,"19,028","18,986",42,1, 97.62 %,100%,Ent
Jan-26,efd988503,SAS SELLIT,893,80,813,72, 91.14 %,96.56%,SMB
Jan-26,f01410f91,Alliance Cars Limited,"1,965",4,"1,961",192, 90.21 %,96.89%,SMB
Jan-26,f057591ca,Anderson Automotive Group,"21,270","2,977","18,293","2,267", 87.61 %,96.43%,Ent
Jan-26,f0a3aeb41,"Planet Honda, Planet Hyundai, Leo Payne Honda & Ge","9,805","5,240","4,565",676, 85.19 %,92.14%,Ent
Jan-26,f0b47313d,Lexus of Merrillville,786,0,786,211, 73.16 %,95.67%,Mid
Jan-26,f2bcf9909,Prestige Auto Sales,"2,331",43,"2,288",425, 81.42 %,97.12%,SMB
Jan-26,f2c1c3e12,Jim Schmidt Automotive,"11,856","2,697","9,159","1,503", 83.59 %,93.77%,Ent
Jan-26,f2e953679,Altawkilat,142,0,142,21, 85.21 %,97.89%,Resellers
Jan-26,f37e2e818,Szilagyi Gabriella,"1,851",83,"1,768",139, 92.14 %,95.93%,Mid
Jan-26,f55c43f3a,Elite Auto Marketing Solutions,"42,597",464,"42,133","3,038", 92.79 %,98.19%,Resellers
Jan-26,f56cc4fc5,Pointe Buick Gmc,"5,054","1,741","3,313",390, 88.23 %,96.89%,Mid
Jan-26,f5d12670d,Teton solutions Group,"41,902","22,806","19,096","1,778", 90.69 %,98.19%,Resellers
Jan-26,f6723848f,Finn's Discount Auto,465,30,435,49, 88.74 %,97.24%,SMB
Jan-26,f67f3cfc7,KL Honda,117,0,117,15, 87.18 %,90.6%,Mid
Jan-26,f6fa3b3ac,West Mitsubishi,"1,750","1,143",607,154, 74.63 %,87.31%,Mid
Jan-26,f7dab289a,Whitewater Motors,232,0,232,11, 95.26 %,99.14%,SMB
Jan-26,f88f486fb,Robert street auto sales,777,435,342,49, 85.67 %,92.69%,SMB
Jan-26,f8c8d9175,Startin Group,"12,421","1,398","11,023",934, 91.53 %,98.17%,Ent
Jan-26,f938531ba,Fine Cars (Lee on Solent) Ltd,486,89,397,23, 94.21 %,99.24%,SMB
Jan-26,f95f2d883,Bill Cole AutoMall Bluefield,"5,634","1,978","3,656",465, 87.28 %,96.31%,Ent
Jan-26,f968f02c4,Event Motoring,697,5,692,127, 81.65 %,86.42%,SMB
Jan-26,f99ee97cd,Automatch,"1,537",0,"1,537",90, 94.14 %,98.57%,Mid
Jan-26,fa07d6b63,Georgia Auto World,"3,866",60,"3,806",864, 77.3 %,92.43%,Ent
Jan-26,fac737203,Mega Motors,"2,433","1,311","1,122",163, 85.47 %,95.72%,SMB
Jan-26,fb057bb7a,Van Mossel,"5,888","4,247","1,641",108, 93.42 %,98.35%,Ent
Jan-26,fb11e671a,Bentley Jacksonville,"3,127",820,"2,307",403, 82.53 %,92.72%,Ent
Jan-26,fb3bd6e77,Cartrust S.A.,191,129,62,1, 98.39 %,100%,SMB
Jan-26,fbc679f01,Lewis Auto Group,"5,552",487,"5,065",365, 92.79 %,98.64%,Resellers
Jan-26,fcc547850,Van Horn Automotive Group,"58,941","11,936","47,005","5,056", 89.24 %,95.6%,Ent
Jan-26,fd6a84e32,Inmersiva,790,336,454,25, 94.49 %,99.56%,Resellers
Jan-26,fdfde0db4,Sithari Cars Limited,"1,421",4,"1,417",154, 89.13 %,95.91%,SMB
Jan-26,fe060b2d8,GETCAR LLC,"1,135",312,823,165, 79.95 %,94.53%,Resellers
Jan-26,ff1f0c584,Clarvio,30,0,30,1, 96.67 %,100%,Resellers
Jan-26,ff9cc24f4,Lee Group,"2,976","1,073","1,903",251, 86.81 %,96.79%,Ent
Jan-26,ffc453a6b,LUXURY IMPORTS,837,0,837,104, 87.57 %,98.57%,SMB
Feb-26,00d2aafe9,IM Marketplace GmBH,"328,012","5,877","322,135","15,781", 95.1 %,99.62%,Ent
Feb-26,00ddd69aa,Beck Motors,"1,754",201,"1,553",157, 89.89 %,94.98%,SMB
Feb-26,00e6652a1,Rohrich Automotive Group,"8,559","2,239","6,320",593, 90.62 %,99%,Ent
Feb-26,0180ac645,Adams Jeep of Maryland Inc,887,109,778,56, 92.8 %,100%,Mid
Feb-26,01b29ad1d,ES Butler Motors Ltd,335,0,335,15, 95.52 %,100%,SMB
Feb-26,022fda615,Loyalty Used Car Supercenter,"1,506",622,884,48, 94.57 %,100%,Ent
Feb-26,0256c3bb5,Abdul Majeed Saleh Khader Company,396,324,72,5, 93.06 %,98.61%,SMB
Feb-26,0303712a0,Dave Syverson Auto Center,"5,154","2,965","2,189",518, 76.34 %,97.4%,Ent
Feb-26,038268a7d,Auto Dobrovolny V.M. s.r.o.,675,2,673,114, 83.06 %,95.84%,SMB
Feb-26,038f74046,Denver Auto,113,0,113,20, 82.3 %,94.69%,SMB
Feb-26,041b66a4f,Key West Ford Sales Ltd,"6,454",386,"6,068",588, 90.31 %,99.09%,Mid
Feb-26,0466e634b,Tauke Motors Incorporated,853,31,822,85, 89.66 %,99.88%,Mid
Feb-26,04c641d68,Chip Tuning Finland Oy (Autolux),271,20,251,11, 95.62 %,98.8%,SMB
Feb-26,05804cbdf,Motor World Stoke limited,496,1,495,68, 86.26 %,100%,SMB
Feb-26,05c8dbbe2,Twin Rivers Auto Group,"1,180",0,"1,180",127, 89.24 %,98.47%,Mid
Feb-26,06b94a44d,ml autos,455,0,455,53, 88.35 %,99.56%,SMB
Feb-26,07365da9c,Brownboys Motorclub,144,48,96,5, 94.79 %,100%,SMB
Feb-26,07dda277e,Globe Automotive,"2,419",2,"2,417",178, 92.64 %,99.75%,SMB
Feb-26,081c3a3b8,Strategic Vehicle Solutions,"2,874",360,"2,514",100, 96.02 %,99.84%,Mid
Feb-26,08452f559,Forrester Lincoln,"2,455",749,"1,706",233, 86.34 %,99.24%,Mid
Feb-26,08dc7396c,Diffee Ford Lincoln,"1,821",750,"1,071",120, 88.8 %,99.35%,Mid
Feb-26,0933d658a,Greenway Automotive Group,"104,719","8,660","96,059","7,708", 91.98 %,99.21%,Ent
Feb-26,0946c5c48,Haji Zaman Safi Motors FZE,784,4,780,175, 77.56 %,94.23%,SMB
Feb-26,095e38e26,Quality Cars Zaventem,702,1,701,46, 93.44 %,98.86%,SMB
Feb-26,09689dccc,"Fornova, Comércio e Assistência de  Veículos Lda","2,560","2,560",0,0,,,SMB
Feb-26,0b430981d,Wood Motor Company,"32,925",209,"32,716","1,659", 94.93 %,99.22%,Ent
Feb-26,0b6e260c2,Star Motors,"1,266",337,929,102, 89.02 %,99.68%,SMB
Feb-26,0b714cd68,Piryani Pty Ltd TA Galaxy Autos,497,0,497,106, 78.67 %,94.77%,SMB
Feb-26,0c217975e,Autoshop Services & Second Car Center LLC,289,0,289,13, 95.5 %,99.65%,SMB
Feb-26,0c4830006,TORSVIKS BIL AB,812,0,812,70, 91.38 %,99.14%,SMB
Feb-26,0c519f5f2,SI Vallett Auto Sales,745,227,518,133, 74.32 %,89.58%,SMB
Feb-26,0cf7fa363,"iDeal Auto Imports, LLC","1,925",423,"1,502",68, 95.47 %,99.53%,SMB
Feb-26,0d1f288be,Northstar Kia,"10,042","1,833","8,209","1,266", 84.58 %,96.89%,Ent
Feb-26,0eee6a3c0,Yoder Family of Companies,"3,910",0,"3,910",651, 83.35 %,95.06%,Ent
Feb-26,10bb841f8,Gettel Automotive Group,"245,493","66,058","179,435","14,606", 91.86 %,99.38%,Ent
Feb-26,11439bc28,Netlook (All image set ),985,985,0,0,,,SMB
Feb-26,1145eab0b,Eddie Gilstrap Motors,426,0,426,88, 79.34 %,94.13%,Mid
Feb-26,119b87e93,Turpin Dodge Chrysler Jeep Ram,916,0,916,97, 89.41 %,98.03%,Mid
Feb-26,11c8ecc4b,Sherwood Ford,"5,236","3,143","2,093",168, 91.97 %,98.9%,Mid
Feb-26,12a0f97ce,Curry Chevrolet,"1,561",529,"1,032",61, 94.09 %,99.81%,Ent
Feb-26,12dd17590,Davidson Auto Group,"9,656",209,"9,447","1,656", 82.47 %,97.7%,Ent
Feb-26,139094ac5,Bill Dickason Chevrolet,"1,737",0,"1,737",69, 96.03 %,99.71%,Mid
Feb-26,13e812f85,Version Group Co.Ltd,454,16,438,42, 90.41 %,99.32%,SMB
Feb-26,164b70487,Long Island Sports Cars,582,7,575,59, 89.74 %,97.74%,SMB
Feb-26,1685d6cb0,Zombie John's Killer Deals,972,442,530,86, 83.77 %,99.06%,SMB
Feb-26,1713df08e,Yemm Auto,"3,003",706,"2,297",318, 86.16 %,95.65%,Ent
Feb-26,1779318f8,Mount Airy Nissan,339,157,182,14, 92.31 %,98.35%,Mid
Feb-26,185a6080b,Dé Lease Maatschappij B.V.,65,0,65,5, 92.31 %,100%,SMB
Feb-26,19600ea63,Tru West Auto,707,5,702,85, 87.89 %,100%,Mid
Feb-26,1O103VCUW,Rawian Oy,"71,534",51,"71,483","6,078", 91.5 %,96.31%,Resellers
Feb-26,1a81d6389,Rochester Auto Mall,677,262,415,81, 80.48 %,93.98%,SMB
Feb-26,1b4de0ee2,Brierfield Car Sales,211,0,211,29, 86.26 %,96.68%,SMB
Feb-26,1c1f3cbe9,Meyer Imports DBA Berwyn Kia,"1,911",388,"1,523",81, 94.68 %,99.93%,Ent
Feb-26,1c4421fe5,Glass Capital CDJR,345,0,345,35, 89.86 %,99.71%,Mid
Feb-26,1d4d3b2e6,Brickell Mazda,"3,292",47,"3,245",105, 96.76 %,99.88%,Ent
Feb-26,1e6cf7760,Antinell Ltd,360,0,360,46, 87.22 %,99.44%,SMB
Feb-26,1f3ac9d93,Crossroads Hyundai,"4,498",236,"4,262",432, 89.86 %,99.39%,Ent
Feb-26,1f3dcfbe3,Blasius Buick GMC,"1,284",8,"1,276",145, 88.64 %,99.14%,Ent
